timestamp,value
2024-04-21T07:13:03Z,100.0
2024-04-21T07:14:03Z,100.0
2024-04-21T07:15:03Z,99.3
2024-04-21T07:16:03Z,97.8
2024-04-21T07:17:03Z,96.2
2024-04-21T07:18:03Z,96.9
2024-04-21T07:19:03Z,97.6
2024-04-21T07:20:03Z,97.6
2024-04-21T07:21:03Z,97.5
2024-04-21T07:22:03Z,50.0
2024-04-21T07:23:03Z,50.0
2024-04-21T07:24:03Z,50.0
2024-04-21T07:25:03Z,50.0
2024-04-21T07:26:03Z,50.0
2024-04-21T07:27:03Z,50.0
2024-04-21T07:28:03Z,96.8
2024-04-21T07:29:03Z,97.1
2024-04-21T07:30:03Z,50.0
2024-04-21T07:31:03Z,97.3
2024-04-21T07:32:03Z,97.7
2024-04-21T07:33:03Z,97.8
2024-04-21T07:34:03Z,50.0
2024-04-21T07:35:03Z,95.2
2024-04-21T07:36:03Z,50.0
2024-04-21T07:37:03Z,95.7
2024-04-21T07:38:03Z,50.0
2024-04-21T07:39:03Z,50.0
2024-04-21T07:40:03Z,50.0
2024-04-21T07:41:03Z,95.4
2024-04-21T07:42:03Z,50.0
2024-04-21T07:43:03Z,50.0
2024-04-21T09:59:34Z,80.4
2024-04-21T10:00:34Z,85.2
2024-04-21T10:01:34Z,88.4
2024-04-21T10:02:34Z,90.8
2024-04-21T10:03:34Z,92.2
2024-04-21T10:04:34Z,93.1
2024-04-21T10:05:34Z,93.5
2024-04-21T10:06:34Z,93.9
2024-04-21T10:07:34Z,94.0
2024-04-21T10:08:34Z,94.1
2024-04-21T10:09:34Z,94.4
2024-04-21T10:10:34Z,94.3
2024-04-21T10:11:34Z,94.5
2024-04-21T10:12:34Z,94.3
2024-04-21T10:13:34Z,95.1
2024-04-21T10:14:34Z,94.8
2024-04-21T10:15:34Z,94.6
2024-04-21T10:16:34Z,94.6
2024-04-21T10:17:34Z,94.5
2024-04-21T10:18:34Z,94.9
2024-04-21T10:19:34Z,94.8
2024-04-21T10:20:34Z,94.7
2024-04-21T10:21:34Z,94.7
2024-04-21T10:22:34Z,94.5
2024-04-21T10:23:34Z,94.9
2024-04-21T10:24:34Z,50.0
2024-04-21T10:25:34Z,50.0
2024-04-21T10:26:34Z,50.0
2024-04-21T10:27:34Z,50.0
2024-04-21T10:28:34Z,50.0
2024-04-21T10:29:34Z,97.1
2024-04-21T10:30:34Z,50.0
2024-04-21T10:31:34Z,50.0
2024-04-21T10:32:34Z,50.0
2024-04-21T10:33:34Z,50.0
2024-04-21T10:34:34Z,50.0
2024-04-21T10:35:34Z,93.3
2024-04-21T10:36:34Z,90.6
2024-04-21T10:37:34Z,50.0
2024-04-21T10:38:34Z,50.0
2024-04-21T10:39:34Z,92.3
2024-04-21T10:40:34Z,50.0
2024-04-21T10:41:34Z,93.0
2024-04-21T10:42:34Z,93.6
2024-04-21T10:43:34Z,94.0
2024-04-21T10:44:34Z,50.0
2024-04-21T10:45:34Z,93.6
2024-04-21T10:46:34Z,50.0
2024-04-21T10:47:34Z,93.5
2024-04-21T10:48:34Z,94.1
2024-04-21T10:49:34Z,95.6
2024-04-21T10:50:34Z,96.1
2024-04-21T10:51:34Z,96.4
2024-04-21T10:52:34Z,96.8
2024-04-21T10:53:34Z,50.0
2024-04-21T10:54:34Z,50.0
2024-04-21T10:55:34Z,97.3
2024-04-21T10:56:34Z,96.9
2024-04-21T10:57:34Z,96.5
2024-04-21T10:58:34Z,96.4
2024-04-21T10:59:34Z,96.1
2024-04-21T11:00:34Z,96.0
2024-04-21T11:01:34Z,96.0
2024-04-21T11:02:34Z,96.1
2024-04-21T11:03:34Z,96.0
2024-04-21T11:04:34Z,95.9
2024-04-21T11:05:34Z,95.8
2024-04-21T11:06:34Z,95.8
2024-04-21T11:07:34Z,95.8
2024-04-21T11:08:34Z,95.9
2024-04-21T11:09:34Z,96.0
2024-04-21T11:10:34Z,95.8
2024-04-21T11:11:34Z,95.7
2024-04-21T11:12:34Z,95.8
2024-04-21T11:13:34Z,95.7
2024-04-21T11:14:34Z,95.7
2024-04-21T11:15:34Z,95.6
2024-04-21T11:16:34Z,95.6
2024-04-21T11:17:34Z,95.6
2024-04-21T11:18:34Z,95.4
2024-04-21T11:19:34Z,95.4
2024-04-21T11:20:34Z,95.6
2024-04-21T11:21:34Z,95.5
2024-04-21T11:22:34Z,95.6
2024-04-21T11:23:34Z,95.6
2024-04-21T11:24:34Z,95.7
2024-04-21T11:25:34Z,95.8
2024-04-21T11:26:34Z,95.8
2024-04-21T11:27:34Z,95.8
2024-04-21T11:28:34Z,95.8
2024-04-21T11:29:34Z,95.7
2024-04-21T11:30:34Z,95.6
2024-04-21T11:31:34Z,95.5
2024-04-21T11:32:34Z,95.5
2024-04-21T11:33:34Z,95.5
2024-04-21T11:34:34Z,95.5
2024-04-21T11:35:34Z,95.7
2024-04-21T11:36:34Z,95.4
2024-04-21T11:37:34Z,95.7
2024-04-21T11:38:34Z,50.0
2024-04-21T11:39:34Z,94.2
2024-04-21T11:40:34Z,91.0
2024-04-21T11:41:34Z,89.2
2024-04-21T11:42:34Z,87.8
2024-04-21T11:43:34Z,87.1
2024-04-21T11:44:34Z,87.9
2024-04-21T11:45:34Z,89.7
2024-04-21T11:46:34Z,90.0
2024-04-21T11:47:34Z,89.6
2024-04-21T11:48:34Z,90.4
2024-04-21T11:49:34Z,50.0
2024-04-21T11:50:34Z,90.7
2024-04-21T11:51:34Z,90.1
2024-04-21T11:52:34Z,89.4
2024-04-21T11:53:34Z,89.0
2024-04-21T11:54:34Z,89.1
2024-04-21T11:55:34Z,89.9
2024-04-21T11:56:34Z,91.5
2024-04-21T11:57:34Z,91.6
2024-04-21T11:58:34Z,91.7
2024-04-21T11:59:34Z,91.6
2024-04-21T12:00:34Z,91.7
2024-04-21T12:01:34Z,91.9
2024-04-21T12:02:34Z,92.4
2024-04-21T12:03:34Z,92.2
2024-04-21T12:04:34Z,92.8
2024-04-21T12:05:34Z,93.3
2024-04-21T12:06:34Z,92.9
2024-04-21T12:07:34Z,94.2
2024-04-21T12:08:34Z,94.2
2024-04-21T12:09:34Z,50.0
2024-04-21T12:10:34Z,94.7
2024-04-21T12:11:34Z,93.8
2024-04-21T12:12:34Z,93.9
2024-04-21T12:13:34Z,94.4
2024-04-21T12:14:34Z,94.9
2024-04-21T12:15:34Z,94.4
2024-04-21T12:16:34Z,95.3
2024-04-21T12:17:34Z,50.0
2024-04-21T12:18:34Z,95.0
2024-04-21T12:19:34Z,95.4
2024-04-21T12:20:34Z,94.1
2024-04-21T12:21:34Z,92.9
2024-04-21T12:22:34Z,93.1
2024-04-21T12:23:34Z,92.8
2024-04-21T12:24:34Z,93.0
2024-04-21T12:25:34Z,50.0
2024-04-21T12:26:34Z,91.4
2024-04-21T12:27:34Z,86.2
2024-04-21T12:28:34Z,87.6
2024-04-21T12:29:34Z,89.8
2024-04-21T12:30:34Z,50.0
2024-04-21T12:31:34Z,92.5
2024-04-21T12:32:34Z,94.1
2024-04-21T12:33:34Z,95.7
2024-04-21T12:34:34Z,97.0
2024-04-21T12:35:34Z,98.3
2024-04-21T12:36:34Z,98.5
2024-04-21T12:37:34Z,99.8
2024-04-21T12:38:34Z,100.0
2024-04-21T12:39:34Z,100.0
2024-04-21T12:40:34Z,100.0
2024-04-21T12:41:34Z,100.0
2024-04-21T12:42:34Z,100.0
2024-04-21T12:43:34Z,100.0
2024-04-21T12:44:34Z,100.0
2024-04-21T12:45:34Z,100.0
2024-04-21T12:46:34Z,50.0
2024-04-21T12:47:34Z,50.0
2024-04-21T12:48:34Z,100.0
2024-04-21T12:49:34Z,99.1
2024-04-21T12:50:34Z,98.0
2024-04-21T12:51:34Z,97.2
2024-04-21T12:52:34Z,97.0
2024-04-21T12:53:34Z,96.4
2024-04-21T12:54:34Z,96.0
2024-04-21T12:55:34Z,96.3
2024-04-21T12:56:34Z,96.2
2024-04-21T12:57:34Z,96.2
2024-04-21T12:58:34Z,96.1
2024-04-21T12:59:34Z,50.0
2024-04-21T13:00:34Z,94.1
2024-04-21T13:01:34Z,92.0
2024-04-21T13:02:34Z,91.0
2024-04-21T13:03:34Z,90.1
2024-04-21T13:04:34Z,89.7
2024-04-21T13:05:34Z,89.8
2024-04-21T13:06:34Z,90.1
2024-04-21T13:07:34Z,90.6
2024-04-21T13:08:34Z,90.9
2024-04-21T13:09:34Z,91.0
2024-04-21T13:10:34Z,91.1
2024-04-21T13:11:34Z,91.4
2024-04-21T13:12:34Z,91.5
2024-04-21T13:13:34Z,91.7
2024-04-21T13:14:34Z,91.8
2024-04-21T13:15:34Z,91.9
2024-04-21T13:16:34Z,92.1
2024-04-21T13:17:34Z,92.2
2024-04-21T13:18:34Z,92.5
2024-04-21T13:19:34Z,92.8
2024-04-21T13:20:34Z,92.9
2024-04-21T13:21:34Z,92.9
2024-04-21T13:22:34Z,93.0
2024-04-21T13:23:34Z,93.1
2024-04-21T13:24:34Z,93.2
2024-04-21T13:25:34Z,93.3
2024-04-21T13:26:34Z,93.2
2024-04-21T13:27:34Z,93.2
2024-04-21T13:28:34Z,93.1
2024-04-21T13:29:34Z,93.2
2024-04-21T13:30:34Z,93.2
2024-04-21T13:31:34Z,93.2
2024-04-21T13:32:34Z,93.3
2024-04-21T13:33:34Z,93.5
2024-04-21T13:34:34Z,93.7
2024-04-21T13:35:34Z,94.5
2024-04-21T13:36:34Z,94.9
2024-04-21T13:37:34Z,95.1
2024-04-21T13:38:34Z,95.2
2024-04-21T13:39:34Z,95.3
2024-04-21T13:40:34Z,95.3
2024-04-21T13:41:34Z,95.3
2024-04-21T13:42:34Z,95.3
2024-04-21T13:43:34Z,95.3
2024-04-21T13:44:34Z,95.4
2024-04-21T13:45:34Z,95.4
2024-04-21T13:46:34Z,95.8
2024-04-21T13:47:34Z,95.6
2024-04-21T13:48:34Z,50.0
2024-04-21T13:49:34Z,95.3
2024-04-21T13:50:34Z,95.1
2024-04-21T13:51:34Z,95.1
2024-04-21T13:52:34Z,94.6
2024-04-21T13:53:34Z,93.6
2024-04-21T13:54:34Z,94.3
2024-04-21T13:55:34Z,96.2
2024-04-21T13:56:34Z,96.6
2024-04-21T13:57:34Z,96.6
2024-04-21T13:58:34Z,96.7
2024-04-21T13:59:34Z,97.4
2024-04-21T14:00:34Z,97.6
2024-04-21T14:01:34Z,97.1
2024-04-21T14:02:34Z,97.1
2024-04-21T14:03:34Z,96.7
2024-04-21T14:04:34Z,97.1
2024-04-21T14:05:34Z,50.0
2024-04-21T14:06:34Z,96.7
2024-04-21T14:07:34Z,96.6
2024-04-21T14:08:34Z,96.5
2024-04-21T14:09:34Z,96.3
2024-04-21T14:10:34Z,96.0
2024-04-21T14:11:34Z,95.7
2024-04-21T14:12:34Z,95.7
2024-04-21T14:13:34Z,95.9
2024-04-21T14:14:34Z,96.1
2024-04-21T14:15:34Z,96.0
2024-04-21T14:16:34Z,95.9
2024-04-21T14:17:34Z,96.1
2024-04-21T14:18:34Z,96.4
2024-04-21T14:19:34Z,96.0
2024-04-21T14:20:34Z,96.2
2024-04-21T14:21:34Z,96.3
2024-04-21T14:22:34Z,96.1
2024-04-21T14:23:34Z,96.2
2024-04-21T14:24:34Z,96.3
2024-04-21T14:25:34Z,96.1
2024-04-21T14:26:34Z,96.0
2024-04-21T14:27:34Z,95.8
2024-04-21T14:28:34Z,95.6
2024-04-21T14:29:34Z,95.6
2024-04-21T14:30:34Z,95.5
2024-04-21T14:31:34Z,95.5
2024-04-21T14:32:34Z,95.6
2024-04-21T14:33:34Z,95.6
2024-04-21T14:34:34Z,95.7
2024-04-21T14:35:34Z,95.7
2024-04-21T14:36:34Z,95.6
2024-04-21T14:37:34Z,95.7
2024-04-21T14:38:34Z,95.6
2024-04-21T14:39:34Z,95.7
2024-04-21T14:40:34Z,95.7
2024-04-21T14:41:34Z,95.7
2024-04-21T14:42:34Z,95.7
2024-04-21T14:43:34Z,95.8
2024-04-21T14:44:34Z,95.8
2024-04-21T14:45:34Z,95.8
2024-04-21T14:46:34Z,95.9
2024-04-21T14:47:34Z,95.8
2024-04-21T14:48:34Z,95.9
2024-04-21T14:49:34Z,95.9
2024-04-21T14:50:34Z,95.9
2024-04-21T14:51:34Z,96.0
2024-04-21T14:52:34Z,96.1
2024-04-21T14:53:34Z,96.0
2024-04-21T14:54:34Z,96.0
2024-04-21T14:55:34Z,96.0
2024-04-21T14:56:34Z,96.1
2024-04-21T14:57:34Z,96.1
2024-04-21T14:58:34Z,96.1
2024-04-21T14:59:34Z,96.2
2024-04-21T15:00:34Z,96.1
2024-04-21T15:01:34Z,96.0
2024-04-21T15:02:34Z,95.6
2024-04-21T15:03:34Z,94.6
2024-04-21T15:04:34Z,92.7
2024-04-21T15:05:34Z,90.6
2024-04-21T15:06:34Z,89.2
2024-04-21T15:07:34Z,88.3
2024-04-21T15:08:34Z,87.1
2024-04-21T15:09:34Z,86.6
2024-04-21T15:10:34Z,50.0
2024-04-21T15:11:34Z,88.8
2024-04-21T15:12:34Z,90.7
2024-04-21T15:13:34Z,91.1
2024-04-21T15:14:34Z,93.7
2024-04-21T15:15:34Z,95.5
2024-04-21T15:16:34Z,95.7
2024-04-21T15:17:34Z,50.0
2024-04-21T15:18:34Z,50.0
2024-04-21T15:19:34Z,96.2
2024-04-21T15:20:34Z,96.4
2024-04-21T15:21:34Z,96.6
2024-04-21T15:22:34Z,96.7
2024-04-21T15:23:34Z,96.6
2024-04-21T15:24:34Z,96.3
2024-04-21T15:25:34Z,96.4
2024-04-21T15:26:34Z,96.6
2024-04-21T15:27:34Z,96.6
2024-04-21T15:28:34Z,96.7
2024-04-21T15:29:34Z,96.7
2024-04-21T15:30:34Z,96.8
2024-04-21T15:31:34Z,96.8
2024-04-21T15:32:34Z,96.8
2024-04-21T15:33:34Z,96.8
2024-04-21T15:34:34Z,96.9
2024-04-21T15:35:34Z,96.8
2024-04-21T15:36:34Z,96.7
2024-04-21T15:37:34Z,96.7
2024-04-21T15:38:34Z,96.3
2024-04-21T15:39:34Z,96.6
2024-04-21T15:40:34Z,96.3
2024-04-21T15:41:34Z,50.0
2024-04-21T15:42:34Z,96.6
2024-04-21T15:43:34Z,50.0
2024-04-21T15:44:34Z,50.0
2024-04-21T15:45:34Z,50.0
2024-04-21T15:46:34Z,50.0
2024-04-21T15:47:34Z,96.5
2024-04-21T15:48:34Z,50.0
2024-04-21T15:49:34Z,50.0
2024-04-21T15:50:34Z,96.6
2024-04-21T15:51:34Z,50.0
2024-04-21T15:52:34Z,96.7
2024-04-21T15:53:34Z,96.7
2024-04-21T15:54:34Z,96.7
