DATE,UPDATED_AT,STRESS_SCORE,SLEEP_POINTS,MAX_SLEEP_POINTS,RESPONSIVENESS_POINTS,MAX_RESPONSIVENESS_POINTS,EXERTION_POINTS,MAX_EXERTION_POINTS,STATUS,CALCULATION_FAILED
2023-07-03T00:00:00,2023-07-03T13:05:28.379,68,18,30,23,30,27,40,READY,false
2023-07-04T00:00:00,2023-07-04T15:47:05.352,65,21,30,20,30,24,40,READY,false
2023-07-05T00:00:00,2023-07-05T22:29:20.07,57,19,30,16,30,22,40,READY,false
2023-07-06T00:00:00,2023-07-07T01:43:47.146,55,15,30,12,30,28,40,READY,false
2023-07-07T00:00:00,2023-07-07T12:44:53.103,60,20,30,15,30,25,40,READY,false
2023-07-08T00:00:00,2023-07-08T14:36:35.25,73,25,30,23,30,25,40,READY,false
2023-07-09T00:00:00,2023-07-09T15:52:08.857,75,24,30,27,30,24,40,READY,false
2023-07-10T00:00:00,2023-07-10T12:43:17.18,65,23,30,17,30,25,40,READY,false
2023-07-11T00:00:00,2023-07-11T13:31:06.586,72,23,30,23,30,26,40,READY,false
2023-07-12T00:00:00,2023-07-12T11:43:41.01,67,23,30,18,30,26,40,READY,false
2023-07-13T00:00:00,2023-07-13T12:33:44.579,66,23,30,15,30,28,40,READY,false
2023-07-14T00:00:00,2023-07-14T15:32:51.233,71,22,30,23,30,26,40,READY,false
2023-07-15T00:00:00,2023-07-15T15:57:26.218,71,23,30,25,30,23,40,READY,false
2023-07-19T00:00:00,2023-07-19T12:58:52.429,0,0,0,0,0,0,0,NO_DATA,true
2023-07-20T00:00:00,2023-07-20T11:43:35.548,66,22,30,15,30,29,40,READY,false
2023-07-21T00:00:00,2023-07-21T12:21:37.808,72,21,30,23,30,28,40,READY,false
2023-07-22T00:00:00,2023-07-22T13:48:34.973,75,23,30,25,30,27,40,READY,false
2023-07-23T00:00:00,2023-07-23T14:30:30.498,73,21,30,25,30,27,40,READY,false
2023-07-24T00:00:00,2023-07-24T13:33:16.296,77,22,30,27,30,28,40,READY,false
2023-07-25T00:00:00,2023-07-25T13:16:59.948,73,21,30,26,30,26,40,READY,false
2023-07-26T00:00:00,2023-07-26T12:34:09.46,73,22,30,22,30,29,40,READY,false
2023-07-27T00:00:00,2023-07-27T12:17:01.316,67,19,30,17,30,31,40,READY,false
2023-07-28T00:00:00,2023-07-28T13:28:15.779,70,22,30,20,30,28,40,READY,false
2023-07-29T00:00:00,2023-07-29T14:20:24.514,70,21,30,19,30,30,40,READY,false
2023-07-30T00:00:00,2023-07-30T14:42:40.272,73,24,30,17,30,32,40,READY,false
2023-07-31T00:00:00,2023-07-31T13:00:46.532,75,22,30,23,30,30,40,READY,false
2023-08-01T00:00:00,2023-08-01T13:22:17.25,75,22,30,23,30,30,40,READY,false
2023-08-02T00:00:00,2023-08-02T11:50:04.965,77,22,30,25,30,30,40,READY,false
2023-08-03T00:00:00,2023-08-03T11:35:41.95,69,23,30,20,30,26,40,READY,false
2023-08-04T00:00:00,2023-08-04T13:15:46.277,73,24,30,16,30,33,40,READY,false
2023-08-05T00:00:00,2023-08-05T13:15:41.864,79,23,30,25,30,31,40,READY,false
2023-08-06T00:00:00,2023-08-06T15:12:38.988,77,22,30,26,30,29,40,READY,false
2023-08-07T00:00:00,2023-08-07T15:00:04.233,68,22,30,16,30,30,40,READY,false
2023-08-08T00:00:00,2023-08-08T11:57:54.065,77,24,30,23,30,30,40,READY,false
2023-08-09T00:00:00,2023-08-09T12:49:55.032,76,22,30,24,30,30,40,READY,false
2023-08-10T00:00:00,2023-08-10T12:20:53.728,78,21,30,17,30,40,40,READY,false
2023-08-11T00:00:00,2023-08-11T14:22:06.908,79,19,30,25,30,35,40,READY,false
2023-08-12T00:00:00,2023-08-12T14:57:07.612,82,21,30,23,30,38,40,READY,false
2023-08-13T00:00:00,2023-08-13T15:04:12.19,74,25,30,19,30,30,40,READY,false
2023-08-14T00:00:00,2023-08-14T13:09:48.428,79,22,30,22,30,35,40,READY,false
2023-08-15T00:00:00,2023-08-15T14:38:12.45,72,22,30,18,30,32,40,READY,false
2023-08-16T00:00:00,2023-08-16T14:14:54.092,74,20,30,24,30,30,40,READY,false
2023-08-17T00:00:00,2023-08-17T13:51:45.856,77,23,30,17,30,37,40,READY,false
2023-08-18T00:00:00,2023-08-18T13:42:54.881,77,21,30,21,30,35,40,READY,false
2023-08-19T00:00:00,2023-08-19T14:41:32.929,78,22,30,24,30,32,40,READY,false
2023-08-20T00:00:00,2023-08-20T14:33:18.411,73,20,30,21,30,32,40,READY,false
2023-08-21T00:00:00,2023-08-21T12:04:32.413,80,21,30,22,30,37,40,READY,false
2023-08-22T00:00:00,2023-08-22T12:48:58.931,78,23,30,22,30,33,40,READY,false
2023-08-23T00:00:00,2023-08-23T13:26:13.9,74,21,30,23,30,30,40,READY,false
2023-08-24T00:00:00,2023-08-24T13:05:24.377,66,21,30,15,30,30,40,READY,false
2023-08-25T00:00:00,2023-08-25T22:42:04.722,0,0,0,0,0,0,0,NO_DATA,true
2023-08-26T00:00:00,2023-08-26T15:02:00.48,64,21,30,21,30,22,40,READY,false
2023-08-27T00:00:00,2023-08-27T14:42:55.118,67,20,30,25,30,22,40,READY,false
2023-08-28T00:00:00,2023-08-28T14:15:54.817,69,23,30,24,30,22,40,READY,false
2023-08-29T00:00:00,2023-08-29T13:47:16.469,65,20,30,15,30,30,40,READY,false
2023-08-30T00:00:00,2023-08-30T11:49:10.896,68,21,30,17,30,30,40,READY,false
2023-08-31T00:00:00,2023-08-31T13:05:17.87,75,24,30,16,30,35,40,READY,false
2023-09-01T00:00:00,2023-09-01T13:43:38.865,68,21,30,18,30,29,40,READY,false
2023-09-02T00:00:00,2023-09-02T15:10:50.96,67,19,30,16,30,32,40,READY,false
2023-09-03T00:00:00,2023-09-03T13:46:55.725,69,19,30,19,30,31,40,READY,false
2023-09-04T00:00:00,2023-09-04T10:54:38.713,79,22,30,17,30,40,40,READY,false
2023-09-05T00:00:00,2023-09-05T12:01:46.577,79,21,30,18,30,40,40,READY,false
2023-09-06T00:00:00,2023-09-06T13:01:16.47,71,20,30,16,30,35,40,READY,false
2023-09-07T00:00:00,2023-09-07T12:01:29.284,77,22,30,15,30,40,40,READY,false
2023-09-08T00:00:00,2023-09-08T13:40:16.088,77,22,30,22,30,33,40,READY,false
2023-09-09T00:00:00,2023-09-09T13:10:27.566,75,23,30,21,30,31,40,READY,false
2023-09-10T00:00:00,2023-09-10T14:32:28.956,76,22,30,23,30,31,40,READY,false
2023-09-11T00:00:00,2023-09-11T11:33:20.369,77,23,30,24,30,30,40,READY,false
2023-09-12T00:00:00,2023-09-12T12:14:38.789,73,21,30,20,30,32,40,READY,false
2023-09-13T00:00:00,2023-09-13T13:26:52.068,73,22,30,18,30,33,40,READY,false
2023-09-14T00:00:00,2023-09-14T11:29:27.667,74,24,30,13,30,37,40,READY,false
2023-09-15T00:00:00,2023-09-15T12:44:06.18,70,22,30,16,30,32,40,READY,false
2023-09-16T00:00:00,2023-09-16T13:42:35.029,73,23,30,17,30,33,40,READY,false
2023-09-17T00:00:00,2023-09-17T13:38:57.887,78,20,30,21,30,37,40,READY,false
2023-09-18T00:00:00,2023-09-18T12:37:04.933,81,24,30,26,30,31,40,READY,false
2023-09-19T00:00:00,2023-09-19T12:01:00.964,70,21,30,17,30,32,40,READY,false
2023-09-20T00:00:00,2023-09-20T12:55:46.688,78,24,30,22,30,32,40,READY,false
2023-09-21T00:00:00,2023-09-21T12:35:11.119,73,21,30,15,30,37,40,READY,false
2023-09-22T00:00:00,2023-09-22T13:20:52.35,75,21,30,23,30,31,40,READY,false
2023-09-23T00:00:00,2023-09-23T14:40:18.905,73,25,30,15,30,33,40,READY,false
2023-09-24T00:00:00,2023-09-24T14:19:32.134,74,20,30,23,30,31,40,READY,false
2023-09-25T00:00:00,2023-09-25T13:56:45.229,73,20,30,23,30,30,40,READY,false
2023-09-26T00:00:00,2023-09-26T12:40:33.319,71,23,30,16,30,32,40,READY,false
2023-09-27T00:00:00,2023-09-27T11:45:58.081,78,24,30,23,30,31,40,READY,false
2023-09-28T00:00:00,2023-09-28T11:10:01.128,70,22,30,15,30,33,40,READY,false
2023-09-29T00:00:00,2023-09-29T13:08:10.155,75,22,30,23,30,30,40,READY,false
2023-09-30T00:00:00,2023-09-30T13:32:41.151,74,26,30,15,30,33,40,READY,false
2023-10-01T00:00:00,2023-10-01T14:11:57.063,74,21,30,23,30,30,40,READY,false
2023-10-02T00:00:00,2023-10-02T14:07:11.487,74,24,30,20,30,30,40,READY,false
2023-10-03T00:00:00,2023-10-03T13:08:45.752,73,25,30,16,30,32,40,READY,false
2023-10-04T00:00:00,2023-10-04T12:42:12.024,73,23,30,20,30,30,40,READY,false
2023-10-05T00:00:00,2023-10-05T12:47:26.534,74,24,30,17,30,33,40,READY,false
2023-10-06T00:00:00,2023-10-06T12:00:28.523,76,21,30,25,30,30,40,READY,false
2023-10-07T00:00:00,2023-10-07T14:06:06.079,72,23,30,18,30,31,40,READY,false
2023-10-08T00:00:00,2023-10-08T14:36:59.904,77,21,30,23,30,33,40,READY,false
2023-10-09T00:00:00,2023-10-09T15:41:56.693,77,22,30,26,30,29,40,READY,false
2023-10-10T00:00:00,2023-10-10T14:42:45.011,75,25,30,21,30,29,40,READY,false
2023-10-11T00:00:00,2023-10-11T14:22:25.92,75,22,30,24,30,29,40,READY,false
2023-10-12T00:00:00,2023-10-12T14:23:20.399,69,21,30,16,30,32,40,READY,false
2023-10-13T00:00:00,2023-10-13T14:07:45.987,72,23,30,20,30,29,40,READY,false
2023-10-14T00:00:00,2023-10-14T15:40:06.76,70,20,30,18,30,32,40,READY,false
2023-10-15T00:00:00,2023-10-15T14:50:44.05,72,22,30,20,30,30,40,READY,false
2023-10-16T00:00:00,2023-10-16T13:32:20.495,71,22,30,16,30,33,40,READY,false
2023-10-17T00:00:00,2023-10-17T12:34:12.344,71,23,30,15,30,33,40,READY,false
2023-10-18T00:00:00,2023-10-18T12:56:50.097,75,24,30,19,30,32,40,READY,false
2023-10-19T00:00:00,2023-10-19T12:46:12.548,74,22,30,17,30,35,40,READY,false
2023-10-20T00:00:00,2023-10-20T13:15:37.124,74,22,30,22,30,30,40,READY,false
2023-10-21T00:00:00,2023-10-21T14:02:25.055,68,20,30,17,30,31,40,READY,false
2023-10-22T00:00:00,2023-10-22T15:15:47.091,72,21,30,19,30,32,40,READY,false
2023-10-23T00:00:00,2023-10-23T14:02:17.572,72,21,30,21,30,30,40,READY,false
2023-10-24T00:00:00,2023-10-24T12:00:43.184,75,24,30,21,30,30,40,READY,false
2023-10-25T00:00:00,2023-10-25T12:12:24.57,81,23,30,28,30,30,40,READY,false
2023-10-26T00:00:00,2023-10-26T12:40:37.109,76,22,30,21,30,33,40,READY,false
2023-10-27T00:00:00,2023-10-27T12:45:14.451,70,19,30,21,30,30,40,READY,false
2023-10-28T00:00:00,2023-10-28T14:46:52.943,70,22,30,16,30,32,40,READY,false
2023-10-29T00:00:00,2023-10-29T11:46:28.54,74,23,30,21,30,30,40,READY,false
2023-10-30T00:00:00,2023-10-30T12:01:03.837,78,23,30,20,30,35,40,READY,false
2023-10-31T00:00:00,2023-10-31T12:15:39.515,68,22,30,15,30,31,40,READY,false
2023-11-01T00:00:00,2023-11-01T12:50:27.69,79,24,30,25,30,30,40,READY,false
2023-11-02T00:00:00,2023-11-02T11:15:38.133,78,21,30,25,30,32,40,READY,false
2023-11-03T00:00:00,2023-11-03T14:01:20.135,70,21,30,19,30,30,40,READY,false
2023-11-04T00:00:00,2023-11-04T14:57:14.785,65,19,30,16,30,30,40,READY,false
2023-11-05T00:00:00,2023-11-05T15:14:22.727,0,0,0,0,0,0,0,NO_DATA,true
2023-11-06T00:00:00,2023-11-06T13:06:07.504,0,0,0,0,0,0,0,NO_DATA,true
2023-11-07T00:00:00,2023-11-07T12:40:19.792,70,24,30,16,30,30,40,READY,false
2023-11-08T00:00:00,2023-11-08T13:25:43.275,72,20,30,21,30,31,40,READY,false
2023-11-09T00:00:00,2023-11-09T12:35:08.528,72,21,30,14,30,37,40,READY,false
2023-11-10T00:00:00,2023-11-10T13:18:03.204,75,21,30,23,30,31,40,READY,false
2023-11-11T00:00:00,2023-11-11T15:07:58.146,69,21,30,15,30,33,40,READY,false
2023-11-12T00:00:00,2023-11-12T16:02:43.095,68,19,30,19,30,30,40,READY,false
2023-11-13T00:00:00,2023-11-13T14:32:32.714,81,24,30,27,30,30,40,READY,false
2023-11-14T00:00:00,2023-11-14T13:45:35.222,75,23,30,20,30,32,40,READY,false
2023-11-16T00:00:00,2023-11-16T13:01:32.899,77,24,30,17,30,36,40,READY,false
2023-11-17T00:00:00,2023-11-17T14:03:20.639,71,19,30,20,30,32,40,READY,false
2023-11-18T00:00:00,2023-11-18T13:45:45.669,66,21,30,15,30,30,40,READY,false
2023-11-19T00:00:00,2023-11-19T15:00:14.483,72,18,30,23,30,31,40,READY,false
2023-11-20T00:00:00,2023-11-20T13:42:33.612,78,22,30,26,30,30,40,READY,false
2023-11-21T00:00:00,2023-11-21T13:53:21.622,76,22,30,25,30,29,40,READY,false
2023-11-22T00:00:00,2023-11-22T14:06:48.726,68,22,30,16,30,30,40,READY,false
2023-11-23T00:00:00,2023-11-23T12:44:38.831,73,23,30,17,30,33,40,READY,false
2023-11-24T00:00:00,2023-11-24T12:41:27.225,78,23,30,22,30,33,40,READY,false
2023-11-25T00:00:00,2023-11-25T14:53:35.435,70,22,30,15,30,33,40,READY,false
2023-11-26T00:00:00,2023-11-26T15:56:17.374,74,23,30,21,30,30,40,READY,false
2023-11-27T00:00:00,2023-11-27T14:21:06.153,71,23,30,19,30,29,40,READY,false
2023-11-28T00:00:00,2023-11-28T13:48:37.286,66,19,30,15,30,32,40,READY,false
2023-11-29T00:00:00,2023-11-29T13:59:24.942,73,23,30,17,30,33,40,READY,false
2023-11-30T00:00:00,2023-11-30T13:45:35.413,75,24,30,15,30,36,40,READY,false
2023-12-01T00:00:00,2023-12-01T13:47:33.403,74,22,30,21,30,31,40,READY,false
2023-12-02T00:00:00,2023-12-02T15:13:52.461,72,22,30,20,30,30,40,READY,false
2023-12-03T00:00:00,2023-12-03T15:27:23.124,76,23,30,21,30,32,40,READY,false
2023-12-04T00:00:00,2023-12-04T14:42:09.232,67,21,30,16,30,30,40,READY,false
2023-12-05T00:00:00,2023-12-05T15:46:13.118,72,21,30,21,30,30,40,READY,false
2023-12-06T00:00:00,2023-12-06T14:13:52.565,77,22,30,25,30,30,40,READY,false
2023-12-07T00:00:00,2023-12-07T13:55:21.839,75,24,30,18,30,33,40,READY,false
2023-12-08T00:00:00,2023-12-08T13:32:21.701,74,22,30,20,30,32,40,READY,false
2023-12-09T00:00:00,2023-12-09T17:05:27.199,66,15,30,19,30,32,40,READY,false
2023-12-10T00:00:00,2023-12-10T15:15:32.578,67,20,30,16,30,31,40,READY,false
2023-12-11T00:00:00,2023-12-11T15:01:20.121,79,23,30,26,30,30,40,READY,false
2023-12-12T00:00:00,2023-12-12T12:40:34.911,68,21,30,17,30,30,40,READY,false
2023-12-13T00:00:00,2023-12-13T14:13:51.034,77,23,30,22,30,32,40,READY,false
2023-12-14T00:00:00,2023-12-14T13:11:24.39,77,25,30,19,30,33,40,READY,false
2023-12-15T00:00:00,2023-12-15T12:54:11.789,78,24,30,23,30,31,40,READY,false
2023-12-16T00:00:00,2023-12-16T14:19:34.785,71,18,30,23,30,30,40,READY,false
2023-12-17T00:00:00,2023-12-17T15:02:42.402,77,19,30,23,30,35,40,READY,false
2023-12-18T00:00:00,2023-12-18T15:13:29.259,74,22,30,22,30,30,40,READY,false
2023-12-19T00:00:00,2023-12-19T14:51:52.697,73,23,30,21,30,29,40,READY,false
2023-12-20T00:00:00,2023-12-20T13:49:56.351,72,22,30,19,30,31,40,READY,false
2023-12-21T00:00:00,2023-12-21T16:00:52.302,70,24,30,26,30,20,40,READY,false
2023-12-22T00:00:00,2023-12-22T15:24:59.536,65,22,30,23,30,20,40,READY,false
2023-12-23T00:00:00,2023-12-23T17:00:50.827,71,20,30,28,30,23,40,READY,false
2023-12-24T00:00:00,2023-12-24T16:43:44.36,63,21,30,21,30,21,40,READY,false
2023-12-25T00:00:00,2023-12-25T16:34:00.275,62,23,30,18,30,21,40,READY,false
2023-12-26T00:00:00,2023-12-26T17:50:43.529,63,21,30,22,30,20,40,READY,false
2023-12-27T00:00:00,2023-12-27T15:37:35.326,61,21,30,19,30,21,40,READY,false
2023-12-28T00:00:00,2023-12-28T17:56:43.843,0,0,0,0,0,0,0,NO_DATA,true
2023-12-29T00:00:00,2023-12-29T16:32:13.833,58,20,30,19,30,19,40,READY,false
2023-12-30T00:00:00,2023-12-30T16:57:36.947,65,21,30,15,30,29,40,READY,false
2023-12-31T00:00:00,2023-12-31T17:05:36.856,71,20,30,19,30,32,40,READY,false
2024-01-01T00:00:00,2024-01-01T18:01:09.519,0,0,0,0,0,0,0,NO_DATA,true
2024-01-02T00:00:00,2024-01-02T18:04:44.839,0,0,0,0,0,0,0,NO_DATA,true
2024-01-03T00:00:00,2024-01-03T16:07:36.824,73,21,30,15,30,37,40,READY,false
2024-01-04T00:00:00,2024-01-04T17:42:15.706,75,21,30,22,30,32,40,READY,false
2024-01-05T00:00:00,2024-01-05T17:28:13.115,75,23,30,20,30,32,40,READY,false
2024-01-06T00:00:00,2024-01-06T18:02:07.388,0,0,0,0,0,0,0,NO_DATA,true
2024-01-07T00:00:00,2024-01-07T18:08:18.567,69,21,30,17,30,31,40,READY,false
2024-01-08T00:00:00,2024-01-08T13:45:04.096,70,18,30,19,30,33,40,READY,false
2024-01-09T00:00:00,2024-01-09T13:15:57.382,70,23,30,14,30,33,40,READY,false
2024-01-10T00:00:00,2024-01-10T13:34:23.677,78,23,30,15,30,40,40,READY,false
2024-01-11T00:00:00,2024-01-11T13:20:14.36,77,23,30,20,30,34,40,READY,false
2024-01-12T00:00:00,2024-01-12T14:33:16.204,77,23,30,22,30,32,40,READY,false
2024-01-13T00:00:00,2024-01-13T14:27:46.243,71,23,30,16,30,32,40,READY,false
2024-01-14T00:00:00,2024-01-14T14:11:18.771,71,21,30,18,30,32,40,READY,false
2024-01-15T00:00:00,2024-01-15T13:17:30.816,73,21,30,21,30,31,40,READY,false
2024-01-16T00:00:00,2024-01-16T13:33:22.879,71,22,30,16,30,33,40,READY,false
2024-01-17T00:00:00,2024-01-17T13:30:43.478,78,25,30,16,30,37,40,READY,false
2024-01-18T00:00:00,2024-01-18T13:40:41.323,73,22,30,18,30,33,40,READY,false
2024-01-19T00:00:00,2024-01-19T13:35:43.271,72,21,30,19,30,32,40,READY,false
2024-01-20T00:00:00,2024-01-20T15:24:36.232,70,22,30,16,30,32,40,READY,false
2024-01-21T00:00:00,2024-01-21T16:30:16.094,75,21,30,24,30,30,40,READY,false
2024-01-22T00:00:00,2024-01-22T13:30:54.795,69,20,30,17,30,32,40,READY,false
2024-01-23T00:00:00,2024-01-23T13:43:51.92,76,24,30,21,30,31,40,READY,false
2024-01-24T00:00:00,2024-01-24T13:59:54.635,76,23,30,17,30,36,40,READY,false
2024-01-25T00:00:00,2024-01-25T13:53:40.914,72,21,30,16,30,35,40,READY,false
2024-01-26T00:00:00,2024-01-26T12:31:11.016,79,23,30,24,30,32,40,READY,false
2024-01-27T00:00:00,2024-01-27T14:28:14.544,73,22,30,19,30,32,40,READY,false
2024-01-28T00:00:00,2024-01-28T14:05:25.139,72,22,30,20,30,30,40,READY,false
2024-01-29T00:00:00,2024-01-29T13:06:24.241,68,22,30,14,30,32,40,READY,false
2024-01-30T00:00:00,2024-01-30T13:40:22.47,70,19,30,20,30,31,40,READY,false
2024-01-31T00:00:00,2024-01-31T13:40:11.095,71,22,30,17,30,32,40,READY,false
2024-02-01T00:00:00,2024-02-01T13:10:19.104,69,23,30,15,30,31,40,READY,false
2024-02-02T00:00:00,2024-02-02T13:02:57.181,78,22,30,24,30,32,40,READY,false
2024-02-03T00:00:00,2024-02-03T14:02:44.962,71,21,30,17,30,33,40,READY,false
2024-02-04T00:00:00,2024-02-04T14:40:23.266,74,22,30,23,30,29,40,READY,false
2024-02-05T00:00:00,2024-02-05T13:16:03.342,69,24,30,15,30,30,40,READY,false
2024-02-06T00:00:00,2024-02-06T13:30:56.042,76,22,30,22,30,32,40,READY,false
2024-02-07T00:00:00,2024-02-07T13:11:50.422,78,23,30,19,30,36,40,READY,false
2024-02-08T00:00:00,2024-02-08T13:03:39.74,74,23,30,19,30,32,40,READY,false
2024-02-09T00:00:00,2024-02-09T13:09:43.082,76,23,30,18,30,35,40,READY,false
2024-02-10T00:00:00,2024-02-10T14:19:58.461,76,23,30,20,30,33,40,READY,false
2024-02-11T00:00:00,2024-02-11T13:27:59.516,70,21,30,18,30,31,40,READY,false
2024-02-12T00:00:00,2024-02-12T13:15:42.912,73,22,30,21,30,30,40,READY,false
2024-02-13T00:00:00,2024-02-13T12:13:28.996,67,18,30,20,30,29,40,READY,false
2024-02-14T00:00:00,2024-02-14T12:00:28.132,75,24,30,18,30,33,40,READY,false
2024-02-15T00:00:00,2024-02-15T12:29:39.581,75,21,30,23,30,31,40,READY,false
2024-02-16T00:00:00,2024-02-16T13:23:49.898,71,20,30,20,30,31,40,READY,false
2024-02-17T00:00:00,2024-02-17T13:40:28.088,69,23,30,15,30,31,40,READY,false
2024-02-18T00:00:00,2024-02-18T15:56:22.268,68,20,30,16,30,32,40,READY,false
2024-02-19T00:00:00,2024-02-19T15:32:07.102,78,24,30,25,30,29,40,READY,false
2024-02-20T00:00:00,2024-02-20T14:56:57.425,78,25,30,24,30,29,40,READY,false
2024-02-21T00:00:00,2024-02-21T15:28:14.605,73,22,30,19,30,32,40,READY,false
2024-02-22T00:00:00,2024-02-22T14:13:05.305,71,22,30,18,30,31,40,READY,false
2024-02-23T00:00:00,2024-02-23T13:32:57.987,72,23,30,17,30,32,40,READY,false
2024-02-24T00:00:00,2024-02-24T15:49:41.954,75,23,30,23,30,29,40,READY,false
2024-02-25T00:00:00,2024-02-25T15:22:44.858,67,20,30,18,30,29,40,READY,false
2024-02-26T00:00:00,2024-02-26T12:48:49.648,74,23,30,20,30,31,40,READY,false
2024-02-27T00:00:00,2024-02-27T13:51:29.818,72,21,30,20,30,31,40,READY,false
2024-02-28T00:00:00,2024-02-28T13:46:50.502,76,23,30,23,30,30,40,READY,false
2024-02-29T00:00:00,2024-02-29T13:01:42.227,74,23,30,19,30,32,40,READY,false
2024-03-01T00:00:00,2024-03-01T13:55:21.391,71,21,30,20,30,30,40,READY,false
2024-03-02T00:00:00,2024-03-02T14:11:57.237,73,23,30,19,30,31,40,READY,false
2024-03-03T00:00:00,2024-03-03T15:01:29.575,67,19,30,19,30,29,40,READY,false
2024-03-04T00:00:00,2024-03-04T14:12:36.031,66,22,30,14,30,30,40,READY,false
2024-03-05T00:00:00,2024-03-05T14:36:21.558,75,25,30,19,30,31,40,READY,false
2024-03-06T00:00:00,2024-03-06T12:54:40.404,70,21,30,16,30,33,40,READY,false
2024-03-07T00:00:00,2024-03-07T12:35:54.059,75,22,30,20,30,33,40,READY,false
2024-03-08T00:00:00,2024-03-08T13:25:55.668,85,21,30,27,30,37,40,READY,false
2024-03-09T00:00:00,2024-03-09T15:23:00.617,73,25,30,18,30,30,40,READY,false
2024-03-10T00:00:00,2024-03-10T14:54:58.734,71,22,30,20,30,29,40,READY,false
2024-03-11T00:00:00,2024-03-11T12:32:09.482,72,23,30,19,30,30,40,READY,false
2024-03-12T00:00:00,2024-03-12T14:24:02.424,65,17,30,17,30,31,40,READY,false
2024-03-13T00:00:00,2024-03-13T12:39:43.422,71,23,30,15,30,33,40,READY,false
2024-03-14T00:00:00,2024-03-14T14:15:40.581,72,21,30,20,30,31,40,READY,false
2024-03-15T00:00:00,2024-03-15T13:28:06.931,74,23,30,22,30,29,40,READY,false
2024-03-16T00:00:00,2024-03-16T15:17:56.76,69,22,30,18,30,29,40,READY,false
2024-03-17T00:00:00,2024-03-17T15:20:29.09,73,23,30,21,30,29,40,READY,false
2024-03-18T00:00:00,2024-03-18T13:11:59.319,71,25,30,15,30,31,40,READY,false
2024-03-19T00:00:00,2024-03-19T12:11:00.961,70,21,30,16,30,33,40,READY,false
2024-03-20T00:00:00,2024-03-20T13:05:03.964,77,23,30,16,30,38,40,READY,false
2024-03-21T00:00:00,2024-03-21T12:52:48.592,69,21,30,15,30,33,40,READY,false
2024-03-22T00:00:00,2024-03-22T13:25:49.333,73,21,30,20,30,32,40,READY,false
2024-03-23T00:00:00,2024-03-23T15:31:33.163,71,22,30,17,30,32,40,READY,false
2024-03-24T00:00:00,2024-03-24T14:47:59.195,76,24,30,20,30,32,40,READY,false
2024-03-25T00:00:00,2024-03-25T13:15:35.81,70,22,30,16,30,32,40,READY,false
2024-03-26T00:00:00,2024-03-26T13:01:31.153,79,23,30,25,30,31,40,READY,false
2024-03-27T00:00:00,2024-03-27T13:15:16.977,70,22,30,15,30,33,40,READY,false
2024-03-28T00:00:00,2024-03-28T13:15:17.064,70,22,30,16,30,32,40,READY,false
2024-03-29T00:00:00,2024-03-29T13:30:54.425,80,23,30,21,30,36,40,READY,false
2024-03-30T00:00:00,2024-03-30T13:48:27.186,78,23,30,23,30,32,40,READY,false
2024-03-31T00:00:00,2024-03-31T14:41:32.12,74,21,30,22,30,31,40,READY,false
2024-04-01T00:00:00,2024-04-01T13:16:22.263,70,20,30,20,30,30,40,READY,false
2024-04-02T00:00:00,2024-04-02T14:01:16.564,76,23,30,22,30,31,40,READY,false
2024-04-03T00:00:00,2024-04-03T12:45:53.927,74,25,30,18,30,31,40,READY,false
2024-04-04T00:00:00,2024-04-04T12:52:54.081,77,24,30,20,30,33,40,READY,false
2024-04-05T00:00:00,2024-04-05T13:47:28.428,75,24,30,20,30,31,40,READY,false
2024-04-06T00:00:00,2024-04-06T12:17:48.083,70,21,30,20,30,29,40,READY,false
2024-04-07T00:00:00,2024-04-07T15:29:06.732,69,21,30,18,30,30,40,READY,false
2024-04-08T00:00:00,2024-04-08T14:01:13.705,63,16,30,17,30,30,40,READY,false
2024-04-09T00:00:00,2024-04-09T13:12:01.293,71,21,30,20,30,30,40,READY,false
2024-04-10T00:00:00,2024-04-10T15:16:31.501,64,15,30,19,30,30,40,READY,false
2024-04-11T00:00:00,2024-04-11T14:13:59.219,76,24,30,23,30,29,40,READY,false
2024-04-12T00:00:00,2024-04-12T14:41:59.497,79,23,30,27,30,29,40,READY,false
2024-04-13T00:00:00,2024-04-13T15:16:50.286,77,24,30,23,30,30,40,READY,false
2024-04-14T00:00:00,2024-04-14T14:56:26.733,69,23,30,17,30,29,40,READY,false
2024-04-15T00:00:00,2024-04-15T12:13:32.468,67,21,30,22,30,24,40,READY,false
2024-04-16T00:00:00,2024-04-16T13:40:56.413,74,23,30,18,30,33,40,READY,false
2024-04-17T00:00:00,2024-04-17T14:03:27.511,76,22,30,23,30,31,40,READY,false
2024-04-18T00:00:00,2024-04-18T12:53:20.285,77,23,30,15,30,39,40,READY,false
2024-04-19T00:00:00,2024-04-20T02:30:19.401,78,23,30,23,30,32,40,READY,false
2024-04-20T00:00:00,2024-04-20T13:01:06.519,77,24,30,23,30,30,40,READY,false
2024-04-21T00:00:00,2024-04-21T15:47:50.65,70,20,30,20,30,30,40,READY,false
2024-04-22T00:00:00,2024-04-22T14:09:26.147,69,23,30,16,30,30,40,READY,false
2024-04-23T00:00:00,2024-04-23T14:45:49.472,71,18,30,15,30,38,40,READY,false
2024-04-24T00:00:00,2024-04-24T13:10:59.773,73,21,30,19,30,33,40,READY,false
2024-04-25T00:00:00,2024-04-25T12:31:41.656,71,21,30,15,30,35,40,READY,false
